,count,mean,std,min,25%,50%,75%,max
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",156.0,0.007801327996949266,0.0019982592627950345,0.0032587507256613,0.0062978822110636495,0.007833869057328451,0.009091175497035574,0.0125376014120779
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",156.0,8.263504827357353e-05,2.9910382836450668e-05,1.9049290953877395e-05,6.32546897003653e-05,7.905401288161015e-05,9.562952863029002e-05,0.0001756810826693
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",156.0,6.1814938019385005e-06,0.0007329753782652123,-0.0027786962505029,-0.00033707197695394996,5.224110655634462e-05,0.000408554598862,0.0021023438753207
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",156.0,0.00029425881912667343,5.732873211125856e-05,0.000199896040301,0.000254623101044075,0.0002785906739846,0.000322544917360875,0.0005832853850261
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",156.0,0.01202822904439046,0.0008287614120511821,0.0102943369405534,0.0115619901666572,0.012012733075142251,0.012464412595005574,0.0162592569631493
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",156.0,0.00014943192974701308,4.870396134458496e-05,5.816973809890193e-05,0.000112630591901725,0.00014038994829205001,0.000176221237345425,0.0003205754193574
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",156.0,4.578488585493836e-06,0.0005864660877397351,-0.0021895749730287,-0.00025759407398435,2.6624441961784503e-05,0.000329618984604775,0.0016752774287382
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",156.0,0.00026001999154830435,5.6422119979334223e-05,0.0001642544612757,0.00022105859284925,0.00024647663333265,0.000288480772769125,0.0005511488442976
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",156.0,0.011314544154117869,0.0008606259726726027,0.0095684261815194,0.0107996563343892,0.01120448367421735,0.01159395566863995,0.0153877343064144
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",156.0,0.00013160691167308665,4.3056868251697673e-05,5.744150588574505e-05,0.00010031491356784517,0.00012460481573555002,0.0001565348123585,0.0003310900353132
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",156.0,-7.469439027852502e-05,0.001709809843068306,-0.0073454734391486,-0.000555506968573525,0.00018873446032685002,0.00079616201683875,0.0038820998474932
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",156.0,4.8936422829495545e-05,4.324724329620378e-05,8.570534098192274e-07,2.0144749414637506e-05,3.8572016193327274e-05,6.54941420454586e-05,0.0002508226936208
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",156.0,0.004275751524434968,0.0022719743700927043,0.0005451876111558,0.0027691628002265503,0.0040517386604478,0.005593504330643825,0.0142462112245085
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",156.0,2.8435881976126536e-05,2.7452657196467708e-05,6.547030579128425e-07,1.1902856991902243e-05,2.1794055318105333e-05,3.4663786034656746e-05,0.0001809724886275
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",156.0,-4.874793854597607e-05,0.0010083828815293577,-0.0044219812083811,-0.00033623734862847497,6.355782888289634e-05,0.00041163280211855,0.0025479955513937
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",156.0,0.0002018532106268215,8.379307548560406e-05,2.355623803238154e-05,0.00013634296946955,0.0001955264855454,0.000252941910281025,0.0004424965740236
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",156.0,0.009664195632322735,0.003011958389310364,0.0022846825789686,0.00734395809427395,0.009812280113083199,0.011864740650859625,0.0179497823843162
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",156.0,0.00010045548744809327,3.710429138697797e-05,1.895990200679508e-05,7.681444161659513e-05,9.869594485642933e-05,0.00011669451684275,0.00022953242068
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",156.0,-5.331394069571392e-05,0.0006965652667161073,-0.0030775307942161,-0.00025425252892215,4.427585768899066e-05,0.00025039025707895,0.0016360569814968
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",156.0,0.00038125672758148124,6.806484374911917e-05,0.0002623365687373,0.000326498856243025,0.00036718072048245,0.000419874877219675,0.0006216043936047
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",156.0,0.014703857182558027,0.0008395820220628938,0.0125276580382901,0.014292289536279526,0.014800550462581899,0.0150448130559676,0.0189700240841142
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",156.0,0.0001648378674117299,6.564295310249373e-05,4.232927179248559e-05,0.0001153065906206,0.00015132188698025,0.00020296827415039998,0.0004075707297312
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",156.0,-4.0223864692621336e-05,0.000524578037379354,-0.0023470824650537,-0.000182205404251425,2.413714601932657e-05,0.000189432640556025,0.0012731349562754
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",156.0,0.0003161962622553711,6.367386624618378e-05,0.0002018318359655,0.0002693968801398,0.0003042808583447,0.00034789908822345,0.0006332472144803
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",156.0,0.013129182929650544,0.0007884137663601621,0.0110142652272828,0.012619105985736775,0.0129749704841158,0.01345772621039295,0.0166862362786951
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",156.0,0.00014347824226827754,5.2914777938139175e-05,5.49017089810317e-05,0.00010404059606805,0.00013451232193644998,0.000177041872789325,0.0003975632550288
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",156.0,0.00013230461565703842,0.000619570951165227,-0.0041665427716807,-7.835038653351505e-05,0.00012022080118924999,0.000355477352951925,0.0029016625530007
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",156.0,0.0003508327485980294,0.00015865854690062898,6.298864415937024e-06,0.00024111105013735002,0.0003471310736115,0.000438740847302,0.0008096030505511
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",156.0,0.014940024684195351,0.005216333243402331,0.001473323475797,0.011827100046967125,0.01540143492769455,0.0185952990483763,0.0267524633285865
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",156.0,0.00010099161443527796,5.1920924100499706e-05,4.585124545162868e-06,6.556111320882001e-05,9.684413151932829e-05,0.00013161742257170001,0.0002776321827368
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",156.0,3.35537622399773e-05,0.00044488559543431964,-0.0046345925505269,-1.0614579130331109e-05,5.6151716464992625e-05,0.000107255746645175,0.0013800153890232
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",156.0,0.0005452378343567474,0.00010735155092455032,0.0002641739205934,0.00046708034293215,0.0005291496779516499,0.0006077236277788,0.0008859431916521
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",156.0,0.019855223774943302,0.0014724406885561643,0.0145556194295183,0.0192142158955761,0.020008745774877698,0.020641053830255572,0.0259034731108553
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",156.0,0.0001490515198907982,8.906882727675706e-05,2.6357791664888e-05,7.700962205014827e-05,0.00014160794026285,0.0001991531671078,0.0005393914398381
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",156.0,2.1655442870616382e-05,0.00029727716671706423,-0.0031286961732041,2.2764606881567573e-06,3.169516019043789e-05,6.348400924728609e-05,0.0009277061881272
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",156.0,0.00040290321341848127,8.7063737347426e-05,0.0001829285145405,0.000342356997803775,0.00038489142000755,0.00044432226300025003,0.0008098840258726
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",156.0,0.016012595626309228,0.0012380029314848957,0.0113772613443185,0.01539402147184605,0.01592361059472025,0.016745921636523074,0.0206425378182246
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",156.0,0.00014506544432987643,6.325989529346744e-05,5.3488237374472495e-05,9.484015168715134e-05,0.00013165658352785,0.000180933653444125,0.000462703397016
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",156.0,1.792007100615862e-05,0.0004573590664619792,-0.0048302413383813,-0.00011919515920142499,5.47909931698209e-05,0.000238104677062675,0.0006097301764439
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",156.0,0.0007307092040816326,0.0003174405895341864,6.36006265933094e-05,0.00049280638270975,0.0006842974774497999,0.00092793222821435,0.0016173667549976
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",156.0,0.024548736662093933,0.0058569485829848104,0.00720493428008,0.020609102259308475,0.024109645396304252,0.029098937320927575,0.0375315482786522
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",156.0,9.419293969072178e-05,8.403270477321484e-05,1.1698139710254124e-05,4.2275877198863566e-05,6.223422607043951e-05,0.000130334112975075,0.0006600087722208
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",156.0,7.969047961779184e-06,0.0002215365769139612,-0.0024715961280875,-5.7892142683283456e-05,2.9522978701527278e-05,0.00010688502691514999,0.0002069487777094
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",156.0,0.00042292101106554885,0.00018338158803417863,3.71425019882169e-05,0.00028585436590515003,0.0004048438070893,0.0005276835556225249,0.0012049578882017
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",156.0,0.016398849241610693,0.0037209228485459963,0.0050559820569524,0.013792948255829876,0.016451858558912402,0.018785389224005074,0.0270309732183684
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",156.0,0.00014029106683735755,7.126728765002243e-05,1.1579935471815846e-05,9.072670239603412e-05,0.00012687873895315,0.0001862677367586,0.0004743046527791
"value_norm__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",156.0,-1.269382617791955e-05,0.0001317006999746946,-0.0003885573981462,-8.294903987563698e-05,3.1830285643212594e-06,8.38759955988613e-05,0.000286260694192
"value_norm__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",156.0,0.00011868082432865996,0.00011148745544517026,4.112722220287138e-06,5.312223697182887e-05,8.407672159148075e-05,0.0001339259369858,0.000788299713353
"value_norm__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",156.0,0.008318438156045443,0.0036422118853531964,0.0015716888797203,0.00595059531054805,0.007546415314116249,0.009780926217619675,0.0230461186621996
"value_norm__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",156.0,3.6321135162149295e-05,3.3713273621650146e-05,1.6425223053157576e-06,1.703186966198229e-05,2.478773204665022e-05,4.4800529092385076e-05,0.000257290432945
"value_norm__fft_coefficient__attr_""real""__coeff_0",156.0,-6.5060136765173246e-15,9.605272933496434e-14,-2.8860247525130944e-13,-7.424616477180736e-14,-1.2045919817182948e-14,5.745404152435185e-14,3.1263880373444413e-13
"value_norm__fft_coefficient__attr_""real""__coeff_1",156.0,-306.65681205496634,28.346595052916662,-343.4972891925683,-327.26126758104675,-312.91328269371184,-296.17232029679974,-194.76232859948223
"value_norm__fft_coefficient__attr_""real""__coeff_2",156.0,96.43433622371377,34.67095841920475,-25.228039310648555,75.82449641574048,96.8804399169669,120.14101422180194,168.8119470696431
"value_norm__fft_coefficient__attr_""real""__coeff_3",156.0,-0.9651858275851791,20.613362700778527,-48.25787107752763,-15.815594154674418,-1.42402571499701,9.95475456470205,61.843243719569216
"value_norm__fft_coefficient__attr_""real""__coeff_4",156.0,-2.2008000891181485,20.609643165849253,-49.45998590226701,-16.60527106086785,-3.9575583807449037,9.53970624136673,51.10665019206574
"value_norm__fft_coefficient__attr_""real""__coeff_5",156.0,-1.574317624183297,10.912615413408847,-33.40084251102685,-7.701125434535549,-1.2431059257855523,3.797313459338197,31.977961571197696
"value_norm__fft_coefficient__attr_""real""__coeff_6",156.0,-0.089061036260123,5.376180352248964,-12.113322636456282,-2.806205321914333,-0.9861326369229173,2.6626021520267336,18.541477288815354
"value_norm__fft_coefficient__attr_""real""__coeff_7",156.0,0.5312319947928966,4.261910254154533,-16.642541030235364,-1.5593086769724174,0.2573073213735507,2.2944691545702667,10.962074153729738
"value_norm__fft_coefficient__attr_""real""__coeff_8",156.0,-0.11002576302180049,2.3382855048965387,-13.326652971030176,-0.899167670224834,0.04967316141523995,0.9251906990736172,5.730905035510979
"value_norm__fft_coefficient__attr_""real""__coeff_9",156.0,0.25534301495788736,1.822937744588766,-8.879835584446308,-0.39100199306192485,0.0474404544802972,0.6082581809671246,10.7610246776005
"value_norm__fft_coefficient__attr_""real""__coeff_10",156.0,-0.32711217329807657,1.1575688789784142,-5.22758623216868,-0.4465077747515518,-0.09701824800877021,0.14050593113637513,3.379343440857652
