feature,total__count,total__mean,total__std,total__min,total__25%,total__50%,total__75%,total__max,control__count,control__mean,control__std,control__min,control__25%,control__50%,control__75%,control__max,epah__count,epah__mean,epah__std,epah__min,epah__25%,epah__50%,epah__75%,epah__max,pah__count,pah__mean,pah__std,pah__min,pah__25%,pah__50%,pah__75%,pah__max,t-test_control_epah,wilcoxon_control_epah,t-test_control_pah,wilcoxon_control_pah,t-test_epah_pah,wilcoxon_epah_pah
"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",156.0,-5.944512322372127,3.1749822055236825,-17.442864100610812,-7.627047125467063,-5.429574959783032,-3.6919206166357936,0.8624671766123934,30.0,-3.3679484706555867,1.129835314767249,-5.797939306842604,-4.10073893748349,-3.1650234645801847,-2.6768712429773984,-1.3220367747144333,65.0,-4.6865547193378285,1.7312072983898308,-8.83455766820565,-5.723811231088472,-4.805702166428652,-3.518797739203864,0.5949783061574502,61.0,-8.552121498580737,3.206373051015199,-17.442864100610812,-10.030305299957304,-8.056025109274183,-6.523393878899073,0.8624671766123934,0.0002506189793821,5.5980475127965776e-05,2.817244207052086e-13,4.183026503780425e-13,5.2966515164664935e-14,5.4347984256043045e-14
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",156.0,-20.077450790507203,10.8066767086272,-51.97009190541783,-25.13003218702963,-18.748078520389026,-12.313138453085791,10.378855422827945,30.0,-10.992201496525697,3.346654631837803,-19.30669555543608,-12.841337579879765,-10.65816522027012,-9.028032483185749,-5.383565823499051,65.0,-15.706887061720009,5.714225084009478,-28.92077175288428,-19.614216519423778,-15.642269029729084,-12.220730744415691,1.834474021141074,61.0,-29.202764252648404,10.715707029885063,-51.97009190541783,-38.74255616083392,-27.017986556858595,-21.657301033294694,10.378855422827945,6.295517685455968e-05,7.541821471347338e-06,2.6862126542861493e-14,8.246578748218466e-14,5.771074166406906e-15,3.4516048682421294e-15
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",156.0,-36.07191421786865,23.393187534159075,-98.17716753404392,-50.82128122915584,-31.15384445295082,-17.22202319141163,9.583728463899613,30.0,-14.830539194344578,5.247922145581235,-25.822127981110103,-17.826629029899216,-14.353970543575493,-10.063055432213082,-7.353450185271926,65.0,-26.558568381039056,11.960747283987862,-62.25851221293678,-33.76649907568836,-25.636729081799093,-17.088228510299402,1.4055471384720557,61.0,-56.65566389163333,22.21266281085225,-98.17716753404392,-64.26266467929037,-54.71431434514248,-41.547863726392606,9.583728463899613,1.538726571137119e-06,6.762928868072352e-07,1.5850001702348392e-16,4.956156940827824e-14,1.559732314429101e-16,1.5869173390147656e-15
"value__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",156.0,-0.0718777114627217,0.1941786757705406,-0.8774787254774488,-0.1015823439724349,-0.0083228097294253,0.0249151230561097,0.3638955626854612,30.0,0.0008970732366075,0.1171856105333214,-0.5662057495862864,-0.0129352913321937,0.0022317454778981,0.0459425118207509,0.1896298265480065,65.0,-0.0148648710750463,0.0951125628064791,-0.3748180647646779,-0.0805202167578209,0.0027777341576014,0.0355731359123516,0.1986241726810895,61.0,-0.1684199764820459,0.2558778745402242,-0.8774787254774488,-0.2883638367318557,-0.0861483323382326,0.0014856240200774,0.3638955626854612,0.487761566294752,0.1838683759869963,0.0008768516735595,3.6890045682551655e-05,1.4352745120618768e-05,2.5951001050597475e-05
"value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",156.0,-4.459325149403606,2.5133307991380245,-13.36501096457285,-5.810561558863494,-4.0577791547269255,-2.5719874707334887,0.8640342754755238,30.0,-2.4309063052092177,0.936837064318946,-5.172719945015965,-2.871523439473846,-2.2838885546368144,-1.872267936172178,-0.8247637576336292,65.0,-3.4219844225402065,1.3760453927677103,-6.672517639441567,-4.248139037986684,-3.558914216772392,-2.4795623060480327,0.8640342754755238,61.0,-6.562271257140535,2.4810208586497486,-13.36501096457285,-7.796328818353938,-6.181452294138547,-4.990392489650507,-0.7818554680757461,0.0005561033207096,9.091970887072322e-05,9.902117802363738e-14,1.1789011161406058e-12,7.171347506995812e-15,3.7531587656117056e-14
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",156.0,-20.007652852727222,10.776409013652636,-51.11395457687142,-25.170950701720223,-18.68845273995466,-12.272443579848034,7.3703786076196,30.0,-10.87657394687413,3.28433897199748,-18.83644712277905,-12.574404128028169,-10.625564784622622,-8.936697707265747,-5.2861984996983615,65.0,-15.586666431864964,5.7084581696471215,-28.77915805795536,-19.574959609540453,-15.5288783132006,-12.181665053650343,1.9846013869329893,61.0,-29.2092345663607,10.53992568062149,-51.11395457687142,-37.82671677819458,-26.95703119609244,-21.677639562455155,7.3703786076196,6.065563485120474e-05,9.037555890181297e-06,9.679601608089524e-15,7.263974029395891e-14,1.9184509317747285e-15,2.1678558433998454e-15
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",156.0,-37.98798433557888,24.177628772616764,-101.48112863570292,-54.27685819546027,-33.27455009466616,-18.248686698845617,6.201601913596402,30.0,-15.83334853837004,5.518860289600626,-27.35436826437432,-18.975191318279197,-15.327975734551163,-10.82861887795272,-7.905767416775815,65.0,-28.159648337016318,12.499807280435856,-63.73367041214865,-35.648361831545074,-27.79397423844388,-18.249376417630813,0.952679452714257,61.0,-59.35652390644499,22.681272696359525,-101.48112863570292,-67.82491805315013,-56.59805573809582,-43.700619743774446,6.201601913596402,1.3780711850675131e-06,7.04029107767031e-07,6.57134824361991e-17,4.956156940827824e-14,9.426446137846791e-17,1.2546395036282733e-15
"value__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",156.0,-0.071188570210161,0.1861466118374673,-0.7990958786288163,-0.1073786582416993,-0.0182988178785854,0.02483363554412,0.3324089795486731,30.0,0.0038405300966592,0.115215460459731,-0.5299691391376129,-0.0137605609055954,0.0042060695169243,0.0393889924430826,0.2443900935085647,65.0,-0.0124233603950467,0.0822958112210286,-0.2351460355122565,-0.077554160447844,-0.0002032574695258,0.0354446346387842,0.2084441609995,61.0,-0.1707067939345386,0.243411238461268,-0.7990958786288163,-0.2648536388927232,-0.1120053674621006,-0.0188462098083079,0.3324089795486731,0.4341678821073592,0.1188122598943118,0.0003479551664156,1.6791187606841775e-06,2.3583562724099723e-06,3.38352740806498e-06
"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",156.0,-3.255945733052277,1.999933432980006,-9.822494875825624,-4.291031806915966,-2.860236856603485,-1.7428247007905648,1.0743776007267236,30.0,-1.6745742736739386,0.8174282585853613,-4.819459574919621,-1.8900165477006388,-1.5607491544771008,-1.2622892386149551,-0.4518462496829741,65.0,-2.400725125665292,1.0995576453517593,-4.814533820006654,-3.105600324637714,-2.5427639588135684,-1.6115391666424077,1.0743776007267236,61.0,-4.94497004881464,1.9434475784949683,-9.822494875825624,-5.949265442387274,-4.567844078887283,-3.6686669685606073,-0.7529787662044537,0.0017364892025573,0.0001597951459076,8.80125977541249e-14,5.68527850297172e-13,1.7301541816721837e-15,1.7773345959640696e-14
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",156.0,-19.634620511147556,10.635472461995631,-49.44149126072821,-24.62112780925365,-18.25997814670377,-11.876673595943696,4.291982986617096,30.0,-10.573400683443404,3.1828054854717283,-18.048846092773964,-11.932318625498516,-10.521524430842938,-8.587598408874825,-5.098118034462058,65.0,-15.218318495165084,5.625896286532881,-28.226710919794005,-19.05434477618596,-15.438920592398246,-11.814898556879278,2.110469474480789,61.0,-28.796853722130912,10.296831360356984,-49.44149126072821,-36.30011050808061,-26.477109077239003,-21.327515960375376,4.291982986617096,5.806020796920962e-05,7.820680844385757e-06,4.386904772694303e-15,6.002009399396867e-14,7.699181369208023e-16,1.2063612359588473e-15
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",156.0,-39.77805500571744,24.89902241534429,-104.35344992461629,-55.097958700625895,-35.13925145173913,-19.44079935751975,2.713415281015769,30.0,-16.772348981626944,5.772718424252747,-28.81084798174343,-19.987146950677506,-16.28859739737125,-11.543835053033655,-8.424976683471652,65.0,-29.67317880879417,13.019507538951396,-64.94868163704095,-37.7169646667417,-29.44346473805438,-19.335395830389142,0.4687283500646058,61.0,-61.85982768641791,23.10133479557317,-104.35344992461629,-71.20146164095081,-58.427729284250816,-45.80977450777706,2.713415281015769,1.2516385806847912e-06,6.762928868072352e-07,2.9550918911885957e-17,4.956156940827824e-14,6.356316589320973e-17,9.160110662250892e-16
"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",156.0,-0.0678516928927675,0.1747066704591533,-0.8643469377144066,-0.1126656713413536,-0.0164754473645101,0.0177897974501838,0.2905062395802951,30.0,0.0061342578975572,0.1108710074190418,-0.4871723941306813,-0.0076284582274998,0.0090594950462183,0.0365732090937528,0.2757189200879573,65.0,-0.0116397500398722,0.0771621334731771,-0.2004427691081849,-0.0700781699766066,0.0002279814066201,0.0366998939647535,0.2019627653933272,61.0,-0.1641361979607665,0.225769940377626,-0.8643469377144066,-0.2489419307921867,-0.1152904343342449,-0.0217920819662302,0.2905062395802951,0.3681964512720721,0.0753376626825046,0.0001875709019398,1.1586449334490294e-06,1.0545726564931368e-06,7.793868790298265e-07
"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",156.0,-2.3445202704810164,1.6507225477604717,-8.322217928962816,-3.1492867727348584,-2.038896166649197,-1.079725121386733,1.2209886769297134,30.0,-1.1058355742933947,0.7472503988271599,-4.425338033770888,-1.2576926799363155,-0.9866082977545124,-0.7629121708109847,-0.2070040155237332,65.0,-1.630928119600784,0.9015173375502455,-3.8440315087625017,-2.262078692446987,-1.656385619405964,-1.0147740246181718,1.2209886769297134,61.0,-3.714094544134192,1.6360535095226567,-8.322217928962816,-4.870136978533074,-3.388718594177186,-2.641758383858228,-0.0674026122754757,0.0066183954429055,0.0002233719815628,1.055883721627511e-12,1.1098154225819097e-12,4.957129470905184e-15,2.2263079943623543e-14
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",156.0,-19.005670186098094,10.410242017166487,-49.285867250641,-23.86264098278696,-17.4232113540915,-11.344276917240045,2.2019824740391187,30.0,-10.111693644845875,3.052950348682677,-16.99951046614634,-11.492736295709188,-10.27187620904421,-8.092897770945207,-4.8324324331603705,65.0,-14.64195655179052,5.479829488584836,-28.09893562348648,-18.337204873196963,-14.976765912549553,-11.27927115712354,2.2019824740391187,61.0,-28.02961580032033,10.02295219985767,-49.285867250641,-34.41166477410701,-25.395773031894173,-20.664418863410617,1.211699184130146,5.51883989362038e-05,9.368841984793782e-06,2.703243730381425e-15,5.6313161652833127e-14,4.007019373598081e-16,5.929045318785416e-16
